PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
RYN1618980,AMFA,120046,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Marisa Collier,marisa.collier@mail.com,"70833 Williams Lane Apt. 227, West Donnaport, IN 06551",IN,"70833 Williams Lane Apt. 227, West Donnaport, IN 06551",1,1,,,,25/50,250000,500,500,3372.15,3372.15,2531.42,Direct Bill,,,FALSE,TRUE,840.73
GVS8183218,ALLS,120104,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Alfred Hendricks,alfred.hendricks@mail.com,"959 West Cove Apt. 812, Port Robert, MI 08827",MI,"959 West Cove Apt. 812, Port Robert, MI 08827",,,,,,,,,,2569.51,2569.51,1928.89,Direct Bill,,,FALSE,TRUE,640.62
MCP6044853,ALLS,120241,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Luis Williamson,luis.williamson@insmail.com,"9486 Wendy Streets Apt. 848, North Lauraside, SC 96088",SC,"9486 Wendy Streets Apt. 848, North Lauraside, SC 96088",,,1998,Masonry,4,,,,,1897.85,1897.85,1424.69,Direct Bill,,,FALSE,TRUE,473.16
MED2997944,ALLS,120070,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Hannah Edwards,hannah.edwards@insmail.com,"474 Richard Manors Suite 193, Clarkmouth, GU 66839",GU,"69596 Mcknight Circles Apt. 556, Camposchester, KY 86924",,,1994,Frame,4,,,,,1575.88,1575.88,1182.99,Direct Bill,,,FALSE,TRUE,392.89
CCW4624606,CHUB,120000,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Robert Humphrey,robert.humphrey@customer.net,"510 Soto Ferry Suite 781, New Michaelside, WV 58832",WV,"510 Soto Ferry Suite 781, New Michaelside, WV 58832",1,1,,,,50/100,100000,1000,1000,1689.47,1689.47,1268.26,Agency Bill,,,FALSE,TRUE,421.21
RMA7699049,HART,120111,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Kelly Vargas,kelly.vargas@insmail.com,"6084 Adams Well, Lorettafort, MP 91162",MP,"6084 Adams Well, Lorettafort, MP 91162",,,,,,,,,,22263.5,22263.5,16712.87,Direct Bill,,,FALSE,TRUE,5550.63
FBV8076213,PRGS,120272,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Laura Curtis,laura.curtis@insmail.com,"8000 Peterson Stream Apt. 621, New Austin, CA 22486",CA,"8000 Peterson Stream Apt. 621, New Austin, CA 22486",,,,Masonry,10,,,,,9786.42,9786.42,7346.52,Direct Bill,,,FALSE,TRUE,2439.9
YJX0056007,ALLS,120170,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kelly Melendez,kelly.melendez@insmail.com,"255 Wiley Cliff, Morafort, WA 54721",WA,"255 Wiley Cliff, Morafort, WA 54721",2,1,,,,25/50,50000,500,500,972.67,972.67,730.17,Agency Bill,,,FALSE,FALSE,242.5
SXW6749167,ALLS,120266,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Tommy Wood,tommy.wood@policyhub.org,"2597 Shannon Divide, South Hollyshire, MA 01198",MA,"2597 Shannon Divide, South Hollyshire, MA 01198",,,2007,Masonry,8,,,,,2956.86,2956.86,2219.67,Agency Bill,,,FALSE,TRUE,737.19
CCF5720260,PRGS,120189,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Pamela Wallace,pamela.wallace@policyhub.org,"5954 Hall Spring, Dianeburgh, FL 54105",FL,"5954 Hall Spring, Dianeburgh, FL 54105",,,1988,Joisted Masonry,5,,,,,2032.73,2032.73,1525.94,Direct Bill,,,FALSE,TRUE,506.79
TFU0395558,GEIC,120048,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Sharon Parker,sharon.parker@mail.com,"37461 Barry Lodge, Christinaberg, NH 39549",NH,"37461 Barry Lodge, Christinaberg, NH 39549",,,,Masonry,6,,,,,2610.74,2610.74,1959.84,Agency Bill,,,FALSE,FALSE,650.9
TYY9759177,PRGS,120012,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Lisa Mclaughlin,lisa.mclaughlin@mail.com,"88564 Courtney Cliff Suite 577, South Andres, MP 18647",MP,"88564 Courtney Cliff Suite 577, South Andres, MP 18647",,,1986,Masonry,3,,,,,1169.11,1169.11,877.63,Direct Bill,,,FALSE,TRUE,291.48
LJD4995183,AMFA,120210,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jerry Peterson,jerry.peterson@policyhub.org,"1961 Alfred Stravenue, Lake Saraview, TX 95269",TX,"363 Cook Flats, Port Donald, VA 60085",2,2,,,,25/50,250000,500,500,2087.22,2087.22,1566.84,Direct Bill,,,FALSE,TRUE,520.38
TRM6426767,PRGS,120254,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Amanda Beasley,amanda.beasley@policyhub.org,"45663 Castillo Fork, Michelleshire, AK 20368",AK,"81320 Evans Brooks Suite 282, East Brandyton, FL 57625",1,1,,,,50/100,50000,2500,2500,456.7,456.7,342.84,Direct Bill,,,FALSE,TRUE,113.86
ZDS6631515,HART,120022,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Timothy Haas,timothy.haas@policyhub.org,"1600 Amber Burg Suite 924, East Scotttown, NY 73332",NY,"1600 Amber Burg Suite 924, East Scotttown, NY 73332",,,1991,Fire Resistive,3,,,,,1199.58,1199.58,900.51,Direct Bill,,,FALSE,TRUE,299.07
VXJ7970625,GEIC,120149,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jeff Hunt,jeff.hunt@insmail.com,"1312 Laura Islands Apt. 673, West Jonathanstad, AK 73279",AK,"1312 Laura Islands Apt. 673, West Jonathanstad, AK 73279",,,1996,Masonry Veneer,6,,,,,3182.34,3182.34,2388.93,Direct Bill,,,FALSE,TRUE,793.41
FVJ3820631,TRAV,120088,Endorsement,4/1/2025,4/1/2026,4/22/2025,12,Umbrella,Personal Umbrella,Mallory Miller,mallory.miller@policyhub.org,"154 Carolyn Parkways Suite 857, Port Charles, HI 44321",HI,"154 Carolyn Parkways Suite 857, Port Charles, HI 44321",,,,,,,,,,420.11,-38.16,315.37,Direct Bill,,,FALSE,TRUE,104.74
FBB9869962,AMFA,120255,Endorsement,4/1/2025,4/1/2026,6/1/2025,12,Umbrella,Personal Umbrella,Sarah Mcclure,sarah.mcclure@example.com,"35277 Stein Pine Apt. 349, South Johnfort, NM 52108",NM,"35277 Stein Pine Apt. 349, South Johnfort, NM 52108",,,,,,,,,,760.02,33.49,570.54,Direct Bill,,,FALSE,TRUE,189.48
MBS6141431,ALLS,120139,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Maria Anderson,maria.anderson@customer.net,"611 Macias Mount, Brendafort, LA 68645",LA,"8451 Higgins Stream, West Crystalmouth, UT 56679",1,2,,,,50/100,250000,500,1000,2419.71,2419.71,1816.44,Direct Bill,,,FALSE,TRUE,603.27
LUS3274753,AMFA,120228,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Tiffany Hughes,tiffany.hughes@example.com,"02217 Dean Locks, Lake Kenneth, WY 23705",WY,"02217 Dean Locks, Lake Kenneth, WY 23705",3,3,,,,50/100,250000,1000,500,1627.66,1627.66,1221.86,Direct Bill,,,FALSE,TRUE,405.8
BLK4198906,ALLS,120197,Cancel,4/1/2025,4/30/2025,4/30/2025,12,Package,Commercial Package,Hannah Brown,hannah.brown@policyhub.org,"2998 Chloe Shore Suite 706, South Lauren, OR 43450",OR,"2998 Chloe Shore Suite 706, South Lauren, OR 43450",,,,Non-Combustible,7,,,,,6485.27,0,6485.27,Agency Bill,12/8/2021,,FALSE,TRUE,0
JTZ4170123,FARM,120283,Cancel,4/1/2025,7/22/2025,7/22/2025,12,Package,Commercial Package,Andrea Jackson,andrea.jackson@insmail.com,"055 Kim Centers Suite 618, Lake Bruce, WV 69886",WV,"055 Kim Centers Suite 618, Lake Bruce, WV 69886",,,,Non-Combustible,5,,,,,6728.29,0,6728.29,Direct Bill,8/27/2021,,FALSE,TRUE,0
HVX1522801,GEIC,120183,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Russell Taylor,russell.taylor@example.com,"582 Gibson Circle Suite 394, Farmerland, OR 09087",OR,"582 Gibson Circle Suite 394, Farmerland, OR 09087",,,1999,Joisted Masonry,7,,,,,1006.07,1006.07,755.24,Agency Bill,,,FALSE,TRUE,250.83
RXH2999731,ALLS,120031,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Virginia Valdez,virginia.valdez@insmail.com,"69767 Kelly Plain, New Antonio, PW 02429",PW,"69767 Kelly Plain, New Antonio, PW 02429",,,,Joisted Masonry,5,,,,,2349.2,2349.2,1763.51,Direct Bill,,,FALSE,TRUE,585.69
LZE6429553,GEIC,120005,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Amy Bradley,amy.bradley@insmail.com,"7113 Zuniga Camp Suite 330, West Johnside, HI 89598",HI,"7113 Zuniga Camp Suite 330, West Johnside, HI 89598",2,2,,,,50/100,100000,500,500,3097.14,3097.14,2324.98,Direct Bill,,,FALSE,FALSE,772.16
TTV5810287,CHUB,120114,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Robert Robinson,robert.robinson@mail.com,"5748 Leah Knoll, Kyleville, VI 64132",VI,"5748 Leah Knoll, Kyleville, VI 64132",2,4,,,,50/100,100000,2500,250,2314.22,2314.22,1737.25,Direct Bill,,,FALSE,TRUE,576.97
FTW2803164,ALLS,120131,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Laura Nelson,laura.nelson@insmail.com,"261 Lynch Ville, Bryanville, AL 46650",AL,"41486 Debra Glens, West Kaitlynborough, MT 39256",4,1,,,,25/50,250000,500,2500,1026.34,1026.34,770.46,Direct Bill,,,FALSE,TRUE,255.88
YYH0587170,LIBM,120217,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Louis Guzman,louis.guzman@mail.com,"0939 Henderson Alley Apt. 461, North Lindsaystad, VI 44378",VI,"0939 Henderson Alley Apt. 461, North Lindsaystad, VI 44378",3,1,,,,50/100,100000,1000,250,1339.94,1339.94,1005.87,Direct Bill,,,FALSE,TRUE,334.07
DYG4041262,AMFA,120258,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jodi Edwards,jodi.edwards@mail.com,"64671 Michael Keys Apt. 460, West Jacob, MT 49100",MT,"64671 Michael Keys Apt. 460, West Jacob, MT 49100",2,1,,,,50/100,100000,500,1000,457.78,457.78,343.65,Agency Bill,,,FALSE,TRUE,114.13
GFY0298500,TRAV,120157,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jodi Bradford,jodi.bradford@policyhub.org,"6580 Tamara Unions, North Amanda, MD 96375",MD,"6580 Tamara Unions, North Amanda, MD 96375",3,1,,,,50/100,100000,500,500,523.12,523.12,392.7,Direct Bill,,,FALSE,TRUE,130.42
BJY7274781,HART,120261,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Stephen Olson,stephen.olson@customer.net,"058 Martin Forest, South Brian, KS 41683",KS,"058 Martin Forest, South Brian, KS 41683",,,,Non-Combustible,8,,,,,7236.08,7236.08,5432.02,Direct Bill,,,FALSE,TRUE,1804.06
FJY4144019,TRAV,120017,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Randy Gonzalez,randy.gonzalez@customer.net,"651 Morales Trace Apt. 550, Hernandezview, IN 25720",IN,"651 Morales Trace Apt. 550, Hernandezview, IN 25720",,,1961,Joisted Masonry,3,,,,,2271.2,2271.2,1704.96,Direct Bill,,,FALSE,TRUE,566.24
JGD3594767,GEIC,120075,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Jim Smith,jim.smith@policyhub.org,"15281 Smith Haven Suite 159, Jonesville, MI 98498",MI,"15281 Smith Haven Suite 159, Jonesville, MI 98498",,,,,,,,,,430.64,430.64,323.27,Direct Bill,,,FALSE,TRUE,107.37
PYG9279547,GEIC,120093,Endorsement,4/1/2025,4/1/2026,4/26/2025,12,Umbrella,Personal Umbrella,Pedro Hunter,pedro.hunter@insmail.com,"223 Danielle Meadows Apt. 320, North Robertstad, DC 24827",DC,"56277 John Circle, Wilsonfort, TX 26793",,,,,,,,,,477.47,52.34,358.43,Agency Bill,,,FALSE,TRUE,119.04
TWS6814567,LIBM,120128,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jennifer Cox,jennifer.cox@customer.net,"266 York Squares Suite 523, New Deborahfort, NH 81622",NH,"266 York Squares Suite 523, New Deborahfort, NH 81622",2,1,,,,50/100,100000,500,250,2573.33,2573.33,1931.76,Direct Bill,,,FALSE,TRUE,641.57
NSA9741408,HART,120201,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,William Schneider,william.schneider@example.com,"1418 Juan Freeway Suite 167, Port Justinville, MA 03279",MA,"56631 Thompson Turnpike, North Whitney, AZ 57892",,,1989,Frame,4,,,,,642.68,642.68,482.45,Direct Bill,,,FALSE,TRUE,160.23
GVA8150559,LIBM,120083,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,George Bass,george.bass@customer.net,"13669 Jesus Avenue Apt. 737, Lake Catherinestad, MT 70635",MT,"13669 Jesus Avenue Apt. 737, Lake Catherinestad, MT 70635",2,3,,,,25/50,250000,500,1000,1600.93,1600.93,1201.79,Direct Bill,,,FALSE,TRUE,399.14
TZC1386203,CHUB,120138,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Jay Jones,jay.jones@example.com,"708 Collins Harbors Suite 828, East Nicolefort, MS 94889",MS,"708 Collins Harbors Suite 828, East Nicolefort, MS 94889",,,,Masonry,7,,,,,4056.69,4056.69,3045.3,Direct Bill,,,FALSE,TRUE,1011.39
SDB9618813,TRAV,120203,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,William Zimmerman,william.zimmerman@policyhub.org,"508 Nathan Ways, Pamelamouth, DE 81843",DE,"508 Nathan Ways, Pamelamouth, DE 81843",,,2004,Masonry,3,,,,,7000,7000,5254.79,Direct Bill,,,FALSE,TRUE,1745.21
XFW2384792,ALLS,120292,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Andrew Walker,andrew.walker@policyhub.org,"968 David Stream, West Mikeport, KS 24321",KS,"968 David Stream, West Mikeport, KS 24321",,,1996,Frame,5,,,,,971.59,971.59,729.36,Direct Bill,,,FALSE,TRUE,242.23
ULH7224250,ALLS,120132,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jason Pennington,jason.pennington@insmail.com,"123 Karl Springs Apt. 461, Catherineburgh, TN 83733",TN,"123 Karl Springs Apt. 461, Catherineburgh, TN 83733",,,2003,Joisted Masonry,4,,,,,1940.06,1940.06,1456.37,Direct Bill,,,FALSE,TRUE,483.69
KFM5577812,AMFA,120180,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,James Russell,james.russell@example.com,"191 Moore Field Suite 186, Port Jaredview, TN 04761",TN,"191 Moore Field Suite 186, Port Jaredview, TN 04761",,,1985,Fire Resistive,8,,,,,2214.1,2214.1,1662.09,Direct Bill,,,FALSE,TRUE,552.01
TXY8661131,TRAV,120212,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Alexis Flynn,alexis.flynn@customer.net,"8325 Charles Course Suite 137, Port Kathyton, SD 16235",SD,"8325 Charles Course Suite 137, Port Kathyton, SD 16235",,,,,,,,,,5057.92,5057.92,3796.9,Agency Bill,,,FALSE,TRUE,1261.02
XPJ5132545,ALLS,120266,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Tina Brown,tina.brown@policyhub.org,"81915 Reed Fall, Leachborough, MT 56284",MT,"81915 Reed Fall, Leachborough, MT 56284",,,1962,Masonry,3,,,,,2518.87,2518.87,1890.88,Agency Bill,,,FALSE,TRUE,627.99
ZRN9963013,FARM,120290,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Madeline Brown,madeline.brown@mail.com,"27673 Ochoa Mission Suite 706, Justinshire, AR 88389",AR,"27673 Ochoa Mission Suite 706, Justinshire, AR 88389",2,1,,,,50/100,100000,1000,500,1427.33,1427.33,1071.48,Direct Bill,,,FALSE,TRUE,355.85
LFP9556675,PRGS,120011,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Eric George,eric.george@customer.net,"4887 Richard Meadows Apt. 208, Cordovaton, NH 81995",NH,"4887 Richard Meadows Apt. 208, Cordovaton, NH 81995",1,2,,,,50/100,250000,500,500,1202.21,1202.21,902.48,Direct Bill,,,FALSE,TRUE,299.73
JGS9986022,HART,120070,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Mitchell Hodge,mitchell.hodge@example.com,"991 Ho Canyon, New Stephenmouth, CO 76877",CO,"991 Ho Canyon, New Stephenmouth, CO 76877",,,,Masonry Veneer,7,,,,,3340.75,3340.75,2507.85,Direct Bill,,,FALSE,TRUE,832.9
NYE1935135,CHUB,120088,Endorsement,4/1/2025,4/1/2026,3/29/2026,12,Umbrella,Personal Umbrella,Michael Hunt,michael.hunt@mail.com,"4572 Wells Plaza, Jamestown, AR 61501",AR,"4572 Wells Plaza, Jamestown, AR 61501",,,,,,,,,,212.25,-18.11,159.33,Direct Bill,,,FALSE,TRUE,52.92
NVW1628424,FARM,120094,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Justin Brown,justin.brown@policyhub.org,"87264 Robert Mission, Lake Thomasfort, TX 88210",TX,"87264 Robert Mission, Lake Thomasfort, TX 88210",,,1995,Masonry Veneer,4,,,,,986.94,986.94,740.88,Direct Bill,,,FALSE,TRUE,246.06
LCX9599702,TRAV,120167,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Erika Williams,erika.williams@example.com,"38889 Russell Keys Apt. 824, New Jasonburgh, DC 35847",DC,"38889 Russell Keys Apt. 824, New Jasonburgh, DC 35847",,,1968,Joisted Masonry,6,,,,,1545.1,1545.1,1159.88,Direct Bill,,,FALSE,TRUE,385.22
BRJ1053478,TRAV,120016,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Brian Cohen,brian.cohen@policyhub.org,"192 Michael Flat, Port Karen, NM 68719",NM,"192 Michael Flat, Port Karen, NM 68719",,,1992,Masonry,6,,,,,1456.46,1456.46,1093.34,Direct Bill,,,FALSE,TRUE,363.12
CTK2330756,GEIC,120033,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kimberly Cook,kimberly.cook@customer.net,"9256 Luis Courts, East Andrew, VA 96085",VA,"9256 Luis Courts, East Andrew, VA 96085",1,3,,,,25/50,100000,500,500,1407.02,1407.02,1056.23,Agency Bill,,,FALSE,FALSE,350.79
MLL5538080,AMFA,120293,Endorsement,4/1/2025,4/1/2026,6/10/2025,12,Umbrella,Personal Umbrella,Caroline Silva,caroline.silva@example.com,"6823 Douglas Radial, Port Jessicaton, GA 36822",GA,"6823 Douglas Radial, Port Jessicaton, GA 36822",,,,,,,,,,362.35,-0.2,272.01,Direct Bill,,,FALSE,FALSE,90.34
LGB1859594,ALLS,120081,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Pamela Hunter,pamela.hunter@policyhub.org,"968 Erica Camp Apt. 612, West Jasmineburgh, TN 53346",TN,"264 Stewart Forest, West Cliffordshire, MH 84568",,,2001,Masonry,5,,,,,1280.99,1280.99,961.62,Direct Bill,,,FALSE,TRUE,319.37
BYK1120423,PRGS,120084,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Damon Jones,damon.jones@policyhub.org,"89884 Sanchez Stravenue, Jenniferville, MN 26194",MN,"89884 Sanchez Stravenue, Jenniferville, MN 26194",1,2,,,,50/100,25000,500,500,1516.84,1516.84,1138.67,Agency Bill,,,FALSE,TRUE,378.17
YRS6070897,CHUB,120094,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Charles Johnson,charles.johnson@insmail.com,"5260 Alisha Port, Williamland, MS 44531",MS,"18512 Tiffany Road Apt. 297, Port Whitneytown, TN 45782",,,,Frame,10,,,,,2306.62,2306.62,1731.54,Direct Bill,,,FALSE,TRUE,575.08
SFZ0647004,PRGS,120247,Endorsement,4/1/2025,4/1/2026,12/21/2025,12,Umbrella,Personal Umbrella,Joan Lawrence,joan.lawrence@example.com,"04856 Melinda Circles Suite 859, East Juliehaven, NE 12547",NE,"04856 Melinda Circles Suite 859, East Juliehaven, NE 12547",,,,,,,,,,373.77,4.02,280.58,Direct Bill,,,FALSE,TRUE,93.19
BCB5477841,LIBM,120244,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Jose Bird,jose.bird@mail.com,"736 Moore Branch, Atkinsonshire, AR 51735",AR,"736 Moore Branch, Atkinsonshire, AR 51735",,,,,,,,,,4086.54,4086.54,3067.7,Direct Bill,,,FALSE,TRUE,1018.84
GRK6215232,NATI,120134,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Sean Ford,sean.ford@mail.com,"13848 Teresa Mission Apt. 243, Rossberg, IL 18946",IL,"63928 Thompson Trail Apt. 111, Castillomouth, NJ 24853",,,1982,Fire Resistive,3,,,,,1880.03,1880.03,1411.31,Agency Bill,,,FALSE,TRUE,468.72
YST5812958,CHUB,120093,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Patrick Gutierrez,patrick.gutierrez@example.com,"47148 Jones Lakes, North Dorothyfort, ND 48196",ND,"47148 Jones Lakes, North Dorothyfort, ND 48196",2,3,,,,50/100,50000,500,500,3142.81,3142.81,2359.26,Direct Bill,,,FALSE,TRUE,783.55
AHV4542694,HART,120264,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Debra Hernandez,debra.hernandez@insmail.com,"7691 Leslie Avenue Apt. 556, West Jasmintown, PA 53745",PA,"7691 Leslie Avenue Apt. 556, West Jasmintown, PA 53745",,,1989,Masonry,3,,,,,3426.39,3426.39,2572.14,Agency Bill,,,FALSE,TRUE,854.25
ATU1662356,PRGS,120106,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Richard Hartman,richard.hartman@policyhub.org,"62246 Matthew Plains, East Haroldport, OR 65999",OR,"62246 Matthew Plains, East Haroldport, OR 65999",,,,,,,,,,4786.39,4786.39,3593.07,Direct Bill,,,FALSE,TRUE,1193.32
WHB5995719,ALLS,120154,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Victor Baker,victor.baker@policyhub.org,"17652 Fitzgerald Forks Suite 092, Cookehaven, DC 24426",DC,"17652 Fitzgerald Forks Suite 092, Cookehaven, DC 24426",,,,Masonry Veneer,5,,,,,6279.48,6279.48,4713.91,Direct Bill,,,FALSE,FALSE,1565.57
XNA6294048,NATI,120280,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Wendy Fernandez,wendy.fernandez@customer.net,"7869 Gentry Prairie Apt. 711, New Heidiborough, ME 19252",ME,"7869 Gentry Prairie Apt. 711, New Heidiborough, ME 19252",,,,Non-Combustible,7,,,,,2511.71,2511.71,1885.5,Direct Bill,,,FALSE,TRUE,626.21
NYD2760068,TRAV,120141,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Gerald Vang,gerald.vang@insmail.com,"133 Alexander Gardens, Walshfort, ID 92938",ID,"133 Alexander Gardens, Walshfort, ID 92938",2,3,,,,50/100,100000,2500,1000,2308.21,2308.21,1732.74,Direct Bill,,,FALSE,TRUE,575.47
PSF8486439,ALLS,120152,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Tara Phillips,tara.phillips@customer.net,"014 Cruz Wells Apt. 549, South Sarah, NY 11264",NY,"014 Cruz Wells Apt. 549, South Sarah, NY 11264",,,1962,Masonry,2,,,,,2147.56,2147.56,1612.14,Agency Bill,,,FALSE,TRUE,535.42
FNV8822315,CHUB,120149,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Christine Gill,christine.gill@insmail.com,"6659 Jeffrey Park, Michaelside, MO 10138",MO,"6659 Jeffrey Park, Michaelside, MO 10138",2,1,,,,50/100,100000,250,1000,807.8,807.8,606.4,Agency Bill,,,FALSE,TRUE,201.4
UVX6689205,FARM,120038,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,John Delgado,john.delgado@customer.net,"80050 Newman Via, Caseyview, DC 87190",DC,"358 Moyer Gateway Apt. 528, Port Yolandahaven, OK 48278",,,,Fire Resistive,9,,,,,3152.58,3152.58,2366.59,Direct Bill,,,FALSE,TRUE,785.99
LML0376083,LIBM,120041,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Denise Brown,denise.brown@policyhub.org,"44665 Lozano Gardens Apt. 045, North Lucasport, NH 34335",NH,"44665 Lozano Gardens Apt. 045, North Lucasport, NH 34335",3,2,,,,50/100,250000,500,250,4000,4000,3002.74,Agency Bill,,,FALSE,TRUE,997.26
VHA3024753,TRAV,120203,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Alyssa Mcneil,alyssa.mcneil@policyhub.org,"79753 Melissa Drives, West Janicefurt, NY 54417",NY,"4321 Knox Park Suite 032, Stevensshire, GA 11691",,,,,,,,,,15334.37,15334.37,11511.28,Direct Bill,,,FALSE,TRUE,3823.09
VKV3416272,LIBM,120095,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Kevin Davis,kevin.davis@example.com,"27821 Gregory Row Suite 137, Port Alyssa, MS 28325",MS,"27821 Gregory Row Suite 137, Port Alyssa, MS 28325",,,1977,Frame,7,,,,,1587.88,1587.88,1192,Direct Bill,,,FALSE,TRUE,395.88
TFF4433518,GEIC,120183,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Joseph Williams,joseph.williams@customer.net,"172 Powers Islands Apt. 503, East Maryfurt, FL 83160",FL,"172 Powers Islands Apt. 503, East Maryfurt, FL 83160",,,,Frame,4,,,,,2390.75,2390.75,1794.7,Direct Bill,,,FALSE,FALSE,596.05
CEG2622677,HART,120178,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Jennifer Wilson,jennifer.wilson@mail.com,"310 Williams Drives Apt. 287, North Justinfurt, AK 40328",AK,"310 Williams Drives Apt. 287, North Justinfurt, AK 40328",,,,,,,,,,559.22,559.22,419.8,Direct Bill,,,FALSE,FALSE,139.42
